reference,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",expansión,H7549,HR/Ncmsc,in/ [the] firmament of,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",cielos,H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",apartar,H914,HR/Vhcc,to/ separate,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",día,H3117,HTd/Ncmsa,the/ day,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",noche:,H3915,HTd/Ncmsa,the/ night,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;","señales,",H226,HR/Ncfpa,<into>/ signs,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;","estaciones,",H4150,HC/R/Ncmpa,and/ <into>/ appointed times,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",días,H3117,HC/R/Ncmpa,and/ <into>/ days,provisional-reference,0.85,,,,
GEN 1:14,"Y dijo Dios: Sean lumbreras en la expansión de los cielos para apartar el día y la noche: y sean por señales, y para las estaciones, y para días y años;",años;,H8141,HC/Ncmpa,and/ years,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,sean,H1961,Hc/Vqq3cp,and/ they will become,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,lumbreras,H3974,HR/Ncmpa,<into>/ luminaries,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,expansión,H7549,HR/Ncmsc,in/ [the] firmament of,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,cielos,H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,alumbrar,H215,HR/Vhcc,to/ give light,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,sobre,H5921,HR,on,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,tierra:,H776,HTd/Ncfsa,the/ earth,verified-open,1.0,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,fue,H1961,Hc/Vqw3ms,and/ it was,provisional-reference,0.85,,,,
GEN 1:15,Y sean por lumbreras en la expansión de los cielos para alumbrar sobre la tierra: y fue así.,así.,H3651,HD,so,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",hizo,H6213,Hc/Vqw3ms,and/ he made,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",dos,H8147,HAcbdc,[the] two,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",grandes,H1419,HTd/Aampa,<the>/ great,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",lumbreras;,H3974,HTd/Ncmpa,the/ luminaries,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",lumbrera,H3974,HTd/Ncmsa,the/ luminary,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",mayor,H1419,HTd/Aamsa,<the>/ great,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",señorease,H4475,HR/Ncfsc,for/ [the] dominion of,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.","día,",H3117,HTd/Ncmsa,the/ day,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",lumbrera,H3974,HTd/Ncmsa,the/ luminary,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",menor,H6996,HTd/Aamsa,<the>/ small,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",señorease,H4475,HR/Ncfsc,for/ [the] dominion of,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",noche:,H3915,HTd/Ncmsa,the/ night,provisional-reference,0.85,,,,
GEN 1:16,"E hizo Dios las dos grandes lumbreras; la lumbrera mayor para que señorease en el día, y la lumbrera menor para que señorease en la noche: hizo también las estrellas.",estrellas.,H3556,HTd/Ncmpa,the/ stars,verified-open,1.0,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,",púsolas,H5414,Hc/Vqw3ms,and/ he set,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,",expansión,H7549,HR/Ncmsc,in/ [the] firmament of,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,","cielos,",H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,",alumbrar,H215,HR/Vhcc,to/ give light,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,",sobre,H5921,HR,on,provisional-reference,0.85,,,,
GEN 1:17,"Y púsolas Dios en la expansión de los cielos, para alumbrar sobre la tierra,","tierra,",H776,HTd/Ncfsa,the/ earth,verified-open,1.0,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",señorear,H4910,HC/R/Vqcc,and/ to/ rule,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",día,H3117,HRd/Ncmsa,over the/ day,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.","noche,",H3915,HC/Rd/Ncmsa,and/ over the/ night,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",apartar,H914,HC/R/Vhcc,and/ to/ separate,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",luz,H216,HTd/Ncfsa,the/ light,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",tinieblas:,H2822,HTd/Ncmsa,the/ darkness,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",vio,H7200,Hc/Vqw3ms,and/ he saw,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:18,"Y para señorear en el día y en la noche, y para apartar la luz y las tinieblas: y vio Dios que era bueno.",que,H3588,HTc,that,provisional-reference,0.85,,,,
GEN 1:19,Y fue la tarde y la mañana el día cuarto.,fue,H1961,Hc/Vqw3ms,and/ there was,provisional-reference,0.85,,,,
GEN 1:19,Y fue la tarde y la mañana el día cuarto.,tarde,H6153,HNcmsa,evening,provisional-reference,0.85,,,,
GEN 1:19,Y fue la tarde y la mañana el día cuarto.,mañana,H1242,HNcmsa,morning,provisional-reference,0.85,,,,
GEN 1:19,Y fue la tarde y la mañana el día cuarto.,día,H3117,HNcmsa,a day,provisional-reference,0.85,,,,
GEN 1:19,Y fue la tarde y la mañana el día cuarto.,cuarto.,H7243,HAomsa,fourth,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",Dios:,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",Produzcan,H8318,HNcmsc,swarming thing[s],provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",ánima,H5315,HNcfsa,creature[s],provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.","viviente,",H2416,HAafsa,living,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",aves,H5775,HC/Ncmsa,and/ bird[s],provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",vuelen,H5774,HVpi3ms,let it fly,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",sobre,H5921,HR,above,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.","tierra,",H776,HTd/Ncfsa,the/ earth,verified-open,1.0,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",en,H5921,HR,on,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",abierta,H6440,HNcmpc,[the] surface of,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",expansión,H7549,HNcmsc,[the] firmament of,provisional-reference,0.85,,,,
GEN 1:20,"Y dijo Dios: Produzcan las aguas reptil de ánima viviente, y aves que vuelen sobre la tierra, en la abierta expansión de los cielos.",cielos.,H8064,HTd/Ncmpa,the/ heavens,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",Dios,H430,HNcmpa,God,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",grandes,H1419,HTd/Aampa,<the>/ great,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.","ballenas,",H8577,HTd/Ncmpa,the/ sea monsters,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",toda,H3605,HNcmsc,every,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",cosa,H5315,HNcfsa,creature,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",viva,H2416,HTd/Aafsa,<the>/ living,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.","arrastrando,",H7430,HTd/Vqrfsa,which/ creeps,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",aguas,H4325,HTd/Ncmpa,the/ waters,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",produjeron,H8317,HVqp3cp,they swarmed,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.","género,",H4327,HR/Ncmsc/Sp3mp,to/ kind/ their,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",toda,H3605,HNcmsc,every,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",ave,H5775,HNcmsc,bird of,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",alada,H3671,HNcfsa,wing,provisional-reference,0.85,,,,
GEN 1:21,"Y creó Dios las grandes ballenas, y toda cosa viva que anda arrastrando, que las aguas produjeron según su género, y toda ave alada según su especie: y vio Dios que era bueno.",especie:,H4327,HR/Ncmsc/Sp3ms,to/ kind/ its,provisional-reference,0.85,,,,
